,data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78
121,Dehejia-Wahba Sample,1,18,10,1,0,0,1,0.0,798.9079,9737.154
122,Dehejia-Wahba Sample,1,19,9,1,0,0,1,0.0,798.9079,17685.18
123,Dehejia-Wahba Sample,1,27,13,0,0,1,0,9381.566,853.7225,0.0
124,Dehejia-Wahba Sample,1,18,11,0,0,0,1,3678.231,919.5579,4321.705
125,Dehejia-Wahba Sample,1,27,9,1,0,1,1,0.0,934.4454,1773.423
126,Dehejia-Wahba Sample,1,22,12,1,0,0,0,5605.852,936.1773,0.0
127,Dehejia-Wahba Sample,1,23,10,1,0,1,1,0.0,936.4386,11233.26
128,Dehejia-Wahba Sample,1,23,12,0,1,0,0,9385.74,1117.439,559.4432
129,Dehejia-Wahba Sample,1,20,11,1,0,0,1,3637.498,1220.836,1085.44
130,Dehejia-Wahba Sample,1,17,9,1,0,0,1,1716.509,1253.439,5445.2
131,Dehejia-Wahba Sample,1,28,11,1,0,0,1,0.0,1284.079,60307.93
132,Dehejia-Wahba Sample,1,26,11,1,0,1,1,0.0,1392.853,1460.36
133,Dehejia-Wahba Sample,1,20,11,1,0,0,1,16318.62,1484.994,6943.342
134,Dehejia-Wahba Sample,1,24,11,1,0,1,1,824.3886,1666.113,4032.708
135,Dehejia-Wahba Sample,1,31,9,1,0,0,1,0.0,1698.607,10363.27
136,Dehejia-Wahba Sample,1,23,8,0,0,1,1,0.0,1713.15,4232.309
137,Dehejia-Wahba Sample,1,18,10,1,0,0,1,2143.411,1784.274,11141.39
138,Dehejia-Wahba Sample,1,29,12,1,0,0,0,10881.94,1817.284,0.0
139,Dehejia-Wahba Sample,1,26,11,0,0,0,1,0.0,2226.266,13385.86
140,Dehejia-Wahba Sample,1,24,9,1,0,0,1,9154.7,2288.675,4849.559
141,Dehejia-Wahba Sample,1,25,12,1,0,0,0,14426.79,2409.274,0.0
142,Dehejia-Wahba Sample,1,24,10,1,0,0,1,4250.402,2421.947,1660.508
143,Dehejia-Wahba Sample,1,46,8,1,0,0,1,3165.658,2594.723,0.0
144,Dehejia-Wahba Sample,1,31,12,0,0,0,0,0.0,2611.218,2484.549
145,Dehejia-Wahba Sample,1,19,11,1,0,0,1,2305.026,2615.276,4146.603
146,Dehejia-Wahba Sample,1,19,8,1,0,0,1,0.0,2657.057,9970.681
147,Dehejia-Wahba Sample,1,27,11,1,0,0,1,2206.94,2666.274,0.0
148,Dehejia-Wahba Sample,1,26,11,1,0,1,1,0.0,2754.646,26372.28
149,Dehejia-Wahba Sample,1,20,10,1,0,0,1,5005.731,2777.355,5615.189
150,Dehejia-Wahba Sample,1,28,10,1,0,0,1,0.0,2836.506,3196.571
151,Dehejia-Wahba Sample,1,24,12,1,0,0,0,13765.75,2842.764,6167.681
152,Dehejia-Wahba Sample,1,19,8,1,0,0,1,2636.353,2937.264,7535.942
153,Dehejia-Wahba Sample,1,23,12,1,0,0,0,6269.341,3039.96,8484.239
154,Dehejia-Wahba Sample,1,42,9,1,0,1,1,0.0,3058.531,1294.409
155,Dehejia-Wahba Sample,1,25,13,1,0,0,0,12362.93,3090.732,0.0
156,Dehejia-Wahba Sample,1,18,9,1,0,0,1,0.0,3287.375,5010.342
157,Dehejia-Wahba Sample,1,21,12,1,0,0,0,6473.683,3332.409,9371.037
158,Dehejia-Wahba Sample,1,27,10,1,0,0,1,1001.146,3550.075,0.0
159,Dehejia-Wahba Sample,1,21,8,1,0,0,1,989.2678,3695.897,4279.613
160,Dehejia-Wahba Sample,1,22,9,1,0,0,1,2192.877,3836.986,3462.564
161,Dehejia-Wahba Sample,1,31,4,1,0,0,1,8517.589,4023.211,7382.549
162,Dehejia-Wahba Sample,1,24,10,1,0,1,1,11703.2,4078.152,0.0
163,Dehejia-Wahba Sample,1,29,10,1,0,0,1,0.0,4398.95,0.0
164,Dehejia-Wahba Sample,1,29,12,1,0,0,0,9748.387,4878.937,10976.51
165,Dehejia-Wahba Sample,1,19,10,0,0,0,1,0.0,5324.109,13829.62
166,Dehejia-Wahba Sample,1,19,11,0,1,1,1,5424.485,5463.803,6788.463
167,Dehejia-Wahba Sample,1,31,9,1,0,0,1,10717.03,5517.841,9558.501
168,Dehejia-Wahba Sample,1,22,10,1,0,1,1,1468.348,5588.664,13228.28
169,Dehejia-Wahba Sample,1,21,9,1,0,0,1,6416.47,5749.331,743.6666
170,Dehejia-Wahba Sample,1,17,10,1,0,0,1,1291.468,5793.852,5522.788
171,Dehejia-Wahba Sample,1,26,12,1,0,1,0,8408.762,5794.831,1424.944
172,Dehejia-Wahba Sample,1,20,9,0,1,0,1,12260.78,5875.049,1358.643
173,Dehejia-Wahba Sample,1,19,10,1,0,0,1,4121.949,6056.754,0.0
174,Dehejia-Wahba Sample,1,26,10,1,0,0,1,25929.68,6788.958,672.8773
175,Dehejia-Wahba Sample,1,28,11,1,0,0,1,1929.029,6871.856,0.0
176,Dehejia-Wahba Sample,1,22,12,0,1,1,0,492.2305,7055.702,10092.83
177,Dehejia-Wahba Sample,1,33,11,1,0,0,1,0.0,7867.916,6281.433
178,Dehejia-Wahba Sample,1,22,12,0,0,0,0,6759.994,8455.504,12590.71
179,Dehejia-Wahba Sample,1,29,10,0,1,0,1,0.0,8853.674,5112.014
180,Dehejia-Wahba Sample,1,33,12,1,0,1,0,20279.95,10941.35,15952.6
181,Dehejia-Wahba Sample,1,25,14,1,0,1,0,35040.07,11536.57,36646.95
182,Dehejia-Wahba Sample,1,35,9,1,0,1,1,13602.43,13830.64,12803.97
183,Dehejia-Wahba Sample,1,35,8,1,0,1,1,13732.07,17976.15,3786.628
184,Dehejia-Wahba Sample,1,33,11,1,0,1,1,14660.71,25142.24,4181.942
185,Dehejia-Wahba Sample,0,23,10,1,0,0,1,0.0,0.0,0.0
186,Dehejia-Wahba Sample,0,26,12,0,0,0,0,0.0,0.0,12383.68
187,Dehejia-Wahba Sample,0,22,9,1,0,0,1,0.0,0.0,0.0
188,Dehejia-Wahba Sample,0,18,9,1,0,0,1,0.0,0.0,10740.08
189,Dehejia-Wahba Sample,0,45,11,1,0,0,1,0.0,0.0,11796.47
190,Dehejia-Wahba Sample,0,18,9,1,0,0,1,0.0,0.0,9227.052
191,Dehejia-Wahba Sample,0,24,8,0,0,0,1,0.0,0.0,10569.27
192,Dehejia-Wahba Sample,0,34,11,1,0,1,1,0.0,0.0,6040.335
193,Dehejia-Wahba Sample,0,24,4,0,1,0,1,0.0,0.0,3880.833
194,Dehejia-Wahba Sample,0,36,10,1,0,0,1,0.0,0.0,0.0
195,Dehejia-Wahba Sample,0,21,14,1,0,0,0,0.0,0.0,5775.062
196,Dehejia-Wahba Sample,0,28,9,1,0,0,1,0.0,0.0,0.0
197,Dehejia-Wahba Sample,0,27,7,1,0,1,1,0.0,0.0,0.0
198,Dehejia-Wahba Sample,0,19,11,0,0,0,1,0.0,0.0,0.0
199,Dehejia-Wahba Sample,0,20,8,1,0,0,1,0.0,0.0,0.0
200,Dehejia-Wahba Sample,0,34,12,1,0,0,0,0.0,0.0,2113.722
201,Dehejia-Wahba Sample,0,24,10,1,0,0,1,0.0,0.0,7618.639
202,Dehejia-Wahba Sample,0,22,8,0,1,0,1,0.0,0.0,9920.945
203,Dehejia-Wahba Sample,0,25,11,1,0,0,1,0.0,0.0,4196.375
204,Dehejia-Wahba Sample,0,39,9,1,0,0,1,0.0,0.0,0.0
205,Dehejia-Wahba Sample,0,19,9,1,0,1,1,0.0,0.0,16658.25
206,Dehejia-Wahba Sample,0,44,9,1,0,0,1,0.0,0.0,9722.003
207,Dehejia-Wahba Sample,0,27,8,1,0,0,1,0.0,0.0,3783.66
208,Dehejia-Wahba Sample,0,25,8,1,0,0,1,0.0,0.0,3515.929
209,Dehejia-Wahba Sample,0,31,10,1,0,0,1,0.0,0.0,17014.59
210,Dehejia-Wahba Sample,0,34,10,1,0,1,1,0.0,0.0,0.0
211,Dehejia-Wahba Sample,0,21,7,0,1,0,1,0.0,0.0,0.0
212,Dehejia-Wahba Sample,0,33,12,1,0,0,0,0.0,0.0,5970.257
213,Dehejia-Wahba Sample,0,18,10,0,1,0,1,0.0,0.0,1859.167
214,Dehejia-Wahba Sample,0,26,12,1,0,1,0,0.0,0.0,6191.943
215,Dehejia-Wahba Sample,0,31,12,1,0,0,0,0.0,0.0,7284.394
216,Dehejia-Wahba Sample,0,35,10,1,0,0,1,0.0,0.0,445.8309
217,Dehejia-Wahba Sample,0,20,12,1,0,0,0,0.0,0.0,0.0
218,Dehejia-Wahba Sample,0,25,11,1,0,0,1,0.0,0.0,0.0
219,Dehejia-Wahba Sample,0,25,10,1,0,0,1,0.0,0.0,7367.04
220,Dehejia-Wahba Sample,0,35,11,1,0,0,1,0.0,0.0,0.0
221,Dehejia-Wahba Sample,0,20,10,1,0,0,1,0.0,0.0,2015.503
222,Dehejia-Wahba Sample,0,25,9,0,1,0,1,0.0,0.0,15791.13
223,Dehejia-Wahba Sample,0,27,10,1,0,0,1,0.0,0.0,1135.47
224,Dehejia-Wahba Sample,0,20,11,0,1,0,1,0.0,0.0,6378.72
225,Dehejia-Wahba Sample,0,26,11,1,0,0,1,0.0,0.0,7176.187
226,Dehejia-Wahba Sample,0,38,8,1,0,0,1,0.0,0.0,0.0
227,Dehejia-Wahba Sample,0,34,10,1,0,0,1,0.0,0.0,7952.54
228,Dehejia-Wahba Sample,0,19,12,1,0,0,0,0.0,0.0,0.0
229,Dehejia-Wahba Sample,0,32,8,1,0,0,1,0.0,0.0,7152.132
230,Dehejia-Wahba Sample,0,20,9,0,1,0,1,0.0,0.0,8329.823
231,Dehejia-Wahba Sample,0,23,10,1,0,0,1,0.0,0.0,0.0
232,Dehejia-Wahba Sample,0,38,10,1,0,0,1,0.0,0.0,12429.91
233,Dehejia-Wahba Sample,0,24,11,1,0,0,1,0.0,0.0,0.0
234,Dehejia-Wahba Sample,0,23,11,1,0,0,1,0.0,0.0,5088.76
235,Dehejia-Wahba Sample,0,20,7,0,1,0,1,0.0,0.0,4374.04
236,Dehejia-Wahba Sample,0,21,11,1,0,0,1,0.0,0.0,1553.291
237,Dehejia-Wahba Sample,0,25,10,1,0,0,1,0.0,0.0,0.0
238,Dehejia-Wahba Sample,0,22,11,1,0,1,1,0.0,0.0,1698.304
239,Dehejia-Wahba Sample,0,23,11,1,0,0,1,0.0,0.0,0.0
240,Dehejia-Wahba Sample,0,24,12,0,0,0,0,0.0,0.0,11294.63
241,Dehejia-Wahba Sample,0,29,11,1,0,0,1,0.0,0.0,0.0
242,Dehejia-Wahba Sample,0,24,11,1,0,0,1,0.0,0.0,14626.39
243,Dehejia-Wahba Sample,0,22,9,1,0,0,1,0.0,0.0,12898.38
244,Dehejia-Wahba Sample,0,28,11,1,0,0,1,0.0,0.0,5767.133
245,Dehejia-Wahba Sample,0,18,10,0,1,0,1,0.0,0.0,6527.919
246,Dehejia-Wahba Sample,0,26,10,1,0,0,1,0.0,0.0,3931.238
247,Dehejia-Wahba Sample,0,25,10,1,0,0,1,0.0,0.0,20942.24
248,Dehejia-Wahba Sample,0,24,10,1,0,0,1,0.0,0.0,0.0
249,Dehejia-Wahba Sample,0,26,5,1,0,0,1,0.0,0.0,0.0
250,Dehejia-Wahba Sample,0,36,10,1,0,0,1,0.0,0.0,14690.35
251,Dehejia-Wahba Sample,0,22,11,1,0,0,1,0.0,0.0,0.0
252,Dehejia-Wahba Sample,0,25,12,1,0,0,0,0.0,0.0,3418.097
253,Dehejia-Wahba Sample,0,27,11,1,0,0,1,0.0,0.0,11197.34
254,Dehejia-Wahba Sample,0,29,8,1,0,0,1,0.0,0.0,0.0
255,Dehejia-Wahba Sample,0,24,12,1,0,0,0,0.0,0.0,0.0
256,Dehejia-Wahba Sample,0,22,10,1,0,0,1,0.0,0.0,0.0
257,Dehejia-Wahba Sample,0,24,7,1,0,0,1,0.0,0.0,1455.69
258,Dehejia-Wahba Sample,0,29,12,1,0,0,0,0.0,0.0,1890.937
259,Dehejia-Wahba Sample,0,25,11,0,1,1,1,0.0,0.0,4485.616
260,Dehejia-Wahba Sample,0,30,12,1,0,0,0,0.0,0.0,13613.35
261,Dehejia-Wahba Sample,0,22,8,1,0,0,1,0.0,0.0,1390.509
262,Dehejia-Wahba Sample,0,55,3,1,0,0,1,0.0,0.0,5843.796
263,Dehejia-Wahba Sample,0,20,10,1,0,0,1,0.0,0.0,8598.522
264,Dehejia-Wahba Sample,0,34,11,1,0,0,1,0.0,0.0,2920.199
265,Dehejia-Wahba Sample,0,22,12,1,0,0,0,0.0,0.0,0.0
266,Dehejia-Wahba Sample,0,32,12,0,1,1,0,0.0,0.0,6735.32
267,Dehejia-Wahba Sample,0,31,10,1,0,0,1,0.0,0.0,0.0
268,Dehejia-Wahba Sample,0,18,9,1,0,0,1,0.0,0.0,0.0
269,Dehejia-Wahba Sample,0,50,10,0,1,0,1,0.0,0.0,0.0
270,Dehejia-Wahba Sample,0,25,11,1,0,1,1,0.0,0.0,44.75546
271,Dehejia-Wahba Sample,0,23,10,1,0,1,1,0.0,0.0,0.0
272,Dehejia-Wahba Sample,0,38,10,1,0,0,1,0.0,0.0,0.0
273,Dehejia-Wahba Sample,0,25,10,1,0,1,1,0.0,0.0,3701.812
274,Dehejia-Wahba Sample,0,42,10,1,0,0,1,0.0,0.0,6930.336
275,Dehejia-Wahba Sample,0,39,12,1,0,1,0,0.0,0.0,3795.799
276,Dehejia-Wahba Sample,0,34,13,1,0,1,0,0.0,0.0,5193.247
277,Dehejia-Wahba Sample,0,24,7,1,0,0,1,0.0,0.0,2193.528
278,Dehejia-Wahba Sample,0,32,11,1,0,0,1,0.0,0.0,11120.53
279,Dehejia-Wahba Sample,0,27,13,1,0,0,0,0.0,0.0,7609.518
280,Dehejia-Wahba Sample,0,26,10,1,0,0,1,0.0,0.0,2169.027
281,Dehejia-Wahba Sample,0,44,11,1,0,0,1,0.0,0.0,0.0
282,Dehejia-Wahba Sample,0,25,11,1,0,0,1,0.0,0.0,1264.232
283,Dehejia-Wahba Sample,0,25,12,1,0,0,0,0.0,0.0,0.0
284,Dehejia-Wahba Sample,0,28,12,1,0,1,0,0.0,0.0,0.0
285,Dehejia-Wahba Sample,0,32,10,1,0,0,1,0.0,0.0,0.0
286,Dehejia-Wahba Sample,0,22,10,1,0,0,1,0.0,0.0,0.0
287,Dehejia-Wahba Sample,0,19,9,1,0,0,1,0.0,0.0,5712.643
288,Dehejia-Wahba Sample,0,31,10,1,0,1,1,0.0,0.0,0.0
289,Dehejia-Wahba Sample,0,23,11,1,0,0,1,0.0,0.0,0.0
290,Dehejia-Wahba Sample,0,33,11,1,0,0,1,0.0,0.0,0.0
291,Dehejia-Wahba Sample,0,27,10,1,0,0,1,0.0,0.0,1184.882
292,Dehejia-Wahba Sample,0,29,11,1,0,1,1,0.0,0.0,10225.88
293,Dehejia-Wahba Sample,0,23,10,1,0,0,1,0.0,0.0,0.0
294,Dehejia-Wahba Sample,0,25,9,1,0,1,1,0.0,0.0,4715.371
295,Dehejia-Wahba Sample,0,25,10,1,0,0,1,0.0,0.0,289.7899
296,Dehejia-Wahba Sample,0,24,10,1,0,0,1,0.0,0.0,0.0
297,Dehejia-Wahba Sample,0,28,8,0,0,0,1,0.0,0.0,8190.421
298,Dehejia-Wahba Sample,0,26,6,1,0,0,1,0.0,0.0,4813.05
299,Dehejia-Wahba Sample,0,30,14,1,0,1,0,0.0,0.0,7344.678
300,Dehejia-Wahba Sample,0,25,10,1,0,1,1,0.0,0.0,0.0
301,Dehejia-Wahba Sample,0,29,11,1,0,1,1,0.0,0.0,0.0
302,Dehejia-Wahba Sample,0,25,12,1,0,1,0,0.0,0.0,0.0
303,Dehejia-Wahba Sample,0,28,13,1,0,0,0,0.0,0.0,0.0
304,Dehejia-Wahba Sample,0,23,11,1,0,0,1,0.0,0.0,4350.907
305,Dehejia-Wahba Sample,0,54,11,1,0,0,1,0.0,0.0,7812.522
306,Dehejia-Wahba Sample,0,33,5,0,1,0,1,0.0,0.0,0.0
307,Dehejia-Wahba Sample,0,20,8,1,0,0,1,0.0,0.0,3644.655
308,Dehejia-Wahba Sample,0,45,9,1,0,0,1,0.0,0.0,4844.803
309,Dehejia-Wahba Sample,0,39,6,1,0,0,1,0.0,0.0,0.0
310,Dehejia-Wahba Sample,0,26,12,1,0,0,0,0.0,0.0,0.0
311,Dehejia-Wahba Sample,0,23,10,1,0,0,1,0.0,0.0,0.0
312,Dehejia-Wahba Sample,0,27,12,0,0,0,0,0.0,0.0,14792.9
313,Dehejia-Wahba Sample,0,33,9,0,1,1,1,0.0,0.0,0.0
314,Dehejia-Wahba Sample,0,25,10,1,0,1,1,0.0,0.0,0.0
315,Dehejia-Wahba Sample,0,23,8,1,0,0,1,0.0,0.0,3746.701
316,Dehejia-Wahba Sample,0,18,8,1,0,0,1,0.0,0.0,1568.15
317,Dehejia-Wahba Sample,0,17,8,1,0,0,1,0.0,0.0,7010.444
318,Dehejia-Wahba Sample,0,19,9,0,1,0,1,0.0,0.0,3811.683
319,Dehejia-Wahba Sample,0,18,8,0,1,0,1,0.0,0.0,10798.56
320,Dehejia-Wahba Sample,0,18,11,1,0,0,1,0.0,0.0,4657.273
321,Dehejia-Wahba Sample,0,17,11,1,0,0,1,0.0,0.0,8551.533
322,Dehejia-Wahba Sample,0,19,10,1,0,0,1,0.0,0.0,4309.878
